Nombre,Género,Fecha_Nacimiento,Altura,Peso,Profesión,Ciudad,Estado_Civil,Salario,Nivel_Educación,Cantidad_Hijos,Hora_Entrada,Hora_Salida,Tipo_Contrato
Sebastián,M,1975-10-24,1.79,87.8,Recruiter,Cartago,Casada,1195498,Bachillerato,8,9:38 AM,5:46 PM,Término Fijo
Thiago,M,1996-05-03,1.47,54.1,Recruiter,Barranquilla,Casada,5926679,Técnico,2,5:22 AM,7:07 PM,Indefinido
Gabriel,F,1988-12-08,1.68,72.6,Internal Auditor,Cali,Divorciado,4808267,Técnico,3,7:44 AM,10:19 PM,Término Fijo
Thiago,M,1978-04-04,1.74,84.3,Senior Sales Associate,Cartagena,Casada,3631944,Posgrado,3,8:16 AM,6:50 PM,Término Fijo
Ana,F,1979-05-19,1.82,57.9,Technical Writer,Cúcuta,Casada,2949724,Posgrado,6,5:59 AM,8:08 PM,Indefinido
María,M,1990-06-20,1.9,94.5,Junior Executive,Pasto,Soltero,5068039,Universitario,6,5:58 AM,5:00 PM,Término Fijo
Diego,F,1978-01-23,1.55,51.9,VP Sales,Tumaco,Soltero,5786049,Técnico,4,8:23 AM,9:08 PM,Término Fijo
Matías,M,1967-07-24,1.47,109.0,Software Consultant,Soledad,Soltero,1801160,Posgrado,1,9:25 AM,8:11 PM,Término Fijo
Diego,M,1979-06-26,1.59,69.7,Recruiter,Sogamoso,Soltero,2471327,Bachillerato,1,9:41 AM,7:01 PM,Término Fijo
Laura,F,1953-02-24,1.45,51.6,General Manager,Facatativá,Casada,3795722,Bachillerato,0,9:41 AM,6:53 PM,Indefinido
Diego,F,1975-02-19,1.48,26.3,Biostatistician III,Palmira,Casada,1531867,Técnico,3,7:47 AM,5:46 PM,Indefinido
María,M,1983-01-17,1.67,86.7,VP Accounting,Facatativá,Divorciado,4461026,Universitario,3,8:32 AM,7:25 PM,Término Fijo
Victoria,F,1988-11-28,1.5,71.2,Computer Systems Analyst IV,Riohacha,Soltero,2222779,Técnico,4,6:09 AM,11:17 PM,Término Fijo
Sebastián,M,1983-05-09,1.8,57.9,Paralegal,Ibagué,Casada,1338395,Universitario,3,5:11 AM,5:18 PM,Indefinido
Ana,M,1979-04-08,1.47,105.0,Senior Cost Accountant,Cúcuta,Casada,5181385,Posgrado,5,6:27 AM,6:39 PM,Indefinido
Juan,F,1955-02-23,1.67,73.1,Quality Engineer,Girón,Divorciado,2672419,Universitario,8,7:00 AM,8:35 PM,Término Fijo
Pedro,M,1965-09-30,1.53,100.4,Accountant IV,Soledad,Soltero,2554743,Posgrado,7,8:31 AM,8:01 PM,Término Fijo
Santiago,F,1981-11-20,1.5,45.4,VP Sales,Riohacha,Divorciado,5809663,Técnico,2,6:25 AM,11:00 PM,Término Fijo
Gabriel,M,1992-10-30,1.79,99.2,Nuclear Power Engineer,Maicao,Soltero,5584914,Posgrado,4,9:40 AM,5:21 PM,Término Fijo
Sofia,F,1981-04-08,1.72,84.8,Account Coordinator,Riohacha,Casada,4312328,Universitario,0,8:00 AM,6:37 PM,Término Fijo
Pedro,M,1984-06-26,1.78,79.6,Senior Quality Engineer,Chía,Divorciado,2871122,Bachillerato,5,7:27 AM,9:28 PM,Término Fijo
Bruno,M,1984-02-27,1.75,69.0,Recruiting Manager,Envigado,Casada,4561325,Universitario,0,6:08 AM,6:25 PM,Indefinido
Matías,M,1956-02-03,1.55,71.1,Automation Specialist II,Palmira,Casada,3581605,Posgrado,6,5:19 AM,9:02 PM,Término Fijo
Martina,F,1997-04-15,1.8,45.1,Legal Assistant,Popayán,Divorciado,4773236,Bachillerato,7,9:53 AM,6:15 PM,Término Fijo
María,F,1961-02-13,1.54,70.2,Systems Administrator III,Girón,Divorciado,1502076,Bachillerato,7,9:39 AM,6:22 PM,Término Fijo
Camila,F,1954-12-13,1.7,48.5,Product Engineer,Montería,Divorciado,3390568,Posgrado,4,6:21 AM,10:25 PM,Indefinido
Santiago,F,1952-12-04,1.55,100.2,Geological Engineer,Popayán,Divorciado,1101910,Posgrado,7,8:53 AM,11:36 PM,Término Fijo
Martina,M,1975-07-14,1.44,75.4,Senior Quality Engineer,Pasto,Casada,2039621,Posgrado,8,8:04 AM,11:18 PM,Indefinido
Martina,F,1962-04-28,1.69,47.4,Associate Professor,Tumaco,Casada,4381811,Posgrado,8,9:54 AM,9:56 PM,Indefinido
Thiago,M,1949-04-07,1.75,100.5,Media Manager II,Tunja,Divorciado,1172486,Técnico,3,7:54 AM,11:51 PM,Indefinido
Isabella,F,1988-04-10,1.44,85.2,Software Engineer I,Zipaquirá,Casada,3491419,Técnico,8,7:53 AM,5:01 PM,Indefinido
Emanuel,M,1971-10-28,1.57,40.8,Financial Analyst,Tunja,Soltero,1970855,Bachillerato,5,6:46 AM,5:24 PM,Término Fijo
Pedro,M,1986-05-19,1.9,43.4,Speech Pathologist,Ibagué,Divorciado,4560610,Universitario,1,6:51 AM,8:39 PM,Término Fijo
Juan,F,1983-04-15,1.55,108.7,Associate Professor,Sincelejo,Divorciado,5365794,Bachillerato,6,7:55 AM,10:29 PM,Término Fijo
Camila,F,1952-01-31,1.6,72.3,Senior Developer,Pasto,Casada,2538463,Bachillerato,0,7:19 AM,11:36 PM,Indefinido
Lucas,F,1973-06-12,1.49,29.8,Financial Advisor,Dosquebradas,Soltero,2656394,Bachillerato,2,5:29 AM,8:58 PM,Término Fijo
Laura,M,1961-06-14,1.75,74.5,Budget/Accounting Analyst II,Cali,Divorciado,1691974,Posgrado,5,5:56 AM,9:09 PM,Término Fijo
Matías,M,2000-09-12,1.72,28.2,Senior Financial Analyst,Apartadó,Divorciado,5652431,Posgrado,7,9:42 AM,5:46 PM,Indefinido
Emanuel,M,1972-05-07,1.42,28.8,Programmer III,Quibdó,Divorciado,2718066,Bachillerato,0,9:28 AM,11:48 PM,Indefinido
Joaquín,M,1982-02-07,1.52,50.4,Actuary,Armenia,Casada,4428453,Bachillerato,4,6:15 AM,6:04 PM,Término Fijo
Lucas,M,1985-01-28,1.8,107.6,Web Designer III,Neiva,Casada,2372021,Técnico,6,8:47 AM,11:27 PM,Término Fijo
Antonella,M,1956-02-04,1.76,104.3,Legal Assistant,Facatativá,Divorciado,4211924,Universitario,6,7:15 AM,9:23 PM,Indefinido
Camila,F,1999-06-18,1.76,105.9,Analyst Programmer,Barrancabermeja,Soltero,1595167,Bachillerato,5,9:27 AM,5:30 PM,Indefinido
Juliana,F,1978-08-22,1.66,31.1,Structural Engineer,Arauca,Divorciado,2907143,Técnico,8,6:26 AM,11:36 PM,Indefinido
Valentina,F,1971-11-26,1.81,77.6,Accounting Assistant II,Tunja,Divorciado,4232417,Bachillerato,1,6:53 AM,9:39 PM,Indefinido
Valentina,F,1997-11-12,1.59,75.6,Project Manager,Sogamoso,Soltero,2182069,Universitario,8,7:51 AM,9:27 PM,Indefinido
Valentina,F,1956-11-04,1.81,65.5,Financial Advisor,Cúcuta,Casada,1399077,Bachillerato,2,6:55 AM,11:54 PM,Término Fijo
Joaquín,M,1973-08-24,1.69,104.4,General Manager,Medellín,Casada,5184886,Posgrado,2,6:02 AM,6:33 PM,Indefinido
Juan,F,1975-08-20,1.55,78.7,VP Product Management,Quibdó,Casada,1240876,Universitario,6,9:25 AM,11:27 PM,Indefinido
Bruno,F,1954-10-12,1.7,26.2,General Manager,Yopal,Soltero,3366829,Universitario,1,8:22 AM,7:22 PM,Término Fijo
Laura,F,1953-06-08,1.45,96.6,Web Designer II,Santa Marta,Casada,3527203,Bachillerato,6,7:10 AM,5:19 PM,Indefinido
Valeria,F,1981-06-21,1.87,89.8,Junior Executive,Santa Marta,Divorciado,5413664,Bachillerato,0,6:02 AM,6:12 PM,Indefinido
Juan,F,1970-06-01,1.7,75.8,Teacher,Arauca,Casada,5942885,Bachillerato,7,5:18 AM,10:03 PM,Término Fijo
Antonella,M,1983-03-05,1.74,38.5,Administrative Officer,Fusagasugá,Soltero,5680869,Posgrado,1,7:43 AM,6:42 PM,Término Fijo
Juan,M,1968-08-24,1.73,97.8,VP Accounting,Girardot,Divorciado,3954595,Universitario,5,7:00 AM,9:58 PM,Indefinido
Gabriela,M,1963-04-08,1.59,76.8,Pharmacist,Sogamoso,Soltero,2068772,Universitario,5,8:23 AM,7:07 PM,Indefinido
María,F,1956-02-26,1.51,56.9,Web Designer IV,Apartadó,Divorciado,2821968,Universitario,0,6:30 AM,11:25 PM,Término Fijo
Joaquín,M,1995-08-14,1.46,28.1,Clinical Specialist,Tunja,Soltero,4365375,Universitario,6,9:11 AM,11:19 PM,Término Fijo
Sofia,F,1999-10-28,1.46,92.9,Accounting Assistant III,Itagüí,Divorciado,1126874,Bachillerato,8,8:14 AM,9:52 PM,Término Fijo
Gabriela,M,1950-12-05,1.71,57.8,Nurse,Cúcuta,Casada,4384947,Bachillerato,5,9:49 AM,11:18 PM,Término Fijo
Gabriela,M,1966-02-15,1.41,97.7,Geologist III,Santa Marta,Casada,3200337,Posgrado,5,7:59 AM,5:03 PM,Término Fijo
Camila,F,1986-06-14,1.43,26.4,Occupational Therapist,Montería,Casada,4736069,Posgrado,5,7:35 AM,10:53 PM,Término Fijo
Juan,F,1976-12-22,1.41,85.2,Senior Developer,Soacha,Soltero,2561557,Universitario,1,9:20 AM,11:14 PM,Término Fijo
Camila,M,1955-10-31,1.84,78.6,Chief Design Engineer,Yopal,Casada,1021932,Universitario,6,7:28 AM,8:27 PM,Indefinido
Sofia,M,1990-11-14,1.5,32.1,Social Worker,Barranquilla,Divorciado,2238976,Técnico,6,7:42 AM,8:46 PM,Indefinido
Gabriel,F,1986-10-16,1.47,72.9,Automation Specialist III,Villavicencio,Divorciado,5228326,Universitario,1,7:40 AM,5:24 PM,Término Fijo
Felipe,F,1957-08-25,1.76,29.9,Assistant Media Planner,Yopal,Casada,5375323,Técnico,1,8:07 AM,6:30 PM,Término Fijo
Joaquín,F,1978-01-10,1.79,53.2,Senior Financial Analyst,Sogamoso,Soltero,2566084,Posgrado,0,7:07 AM,5:02 PM,Indefinido
Juan,F,1978-12-07,1.67,57.7,Nurse,Soledad,Soltero,2945298,Posgrado,0,7:16 AM,9:16 PM,Indefinido
Juan,F,1948-08-12,1.42,70.0,Developer IV,Cúcuta,Divorciado,3759668,Bachillerato,2,6:32 AM,10:21 PM,Indefinido
Ana,F,1948-12-04,1.62,89.3,Assistant Professor,Facatativá,Soltero,5518523,Universitario,7,5:15 AM,11:22 PM,Indefinido
Diego,M,1986-07-13,1.52,55.9,Senior Editor,Tunja,Divorciado,5040654,Bachillerato,7,6:54 AM,7:50 PM,Término Fijo
Mariana,M,1992-09-23,1.62,98.4,Social Worker,Pereira,Casada,1898235,Universitario,8,6:42 AM,10:10 PM,Indefinido
Gabriela,M,1968-03-28,1.5,104.9,Analyst Programmer,Envigado,Casada,3147435,Técnico,0,9:46 AM,9:19 PM,Indefinido
Diego,M,1962-02-02,1.48,34.3,Administrative Officer,Medellín,Divorciado,1130411,Posgrado,5,6:24 AM,9:46 PM,Indefinido
Bruno,F,1954-03-18,1.42,58.3,Clinical Specialist,Cartago,Soltero,3617362,Técnico,8,6:26 AM,6:43 PM,Término Fijo
Sofia,M,1952-03-28,1.58,84.3,Analog Circuit Design manager,Chía,Divorciado,2497488,Bachillerato,5,6:54 AM,8:54 PM,Indefinido
Santiago,M,1962-07-03,1.4,96.0,Software Consultant,Tunja,Casada,5110039,Universitario,4,9:48 AM,10:39 PM,Indefinido
Juan,F,1982-02-06,1.41,44.5,Professor,Villavicencio,Divorciado,4408677,Técnico,3,6:43 AM,6:37 PM,Indefinido
Sebastián,F,1957-09-22,1.86,62.1,Senior Editor,Soacha,Casada,3483424,Posgrado,0,5:29 AM,5:57 PM,Término Fijo
Antonella,F,1952-05-19,1.4,96.4,Payment Adjustment Coordinator,Dosquebradas,Soltero,4035744,Universitario,5,8:00 AM,9:33 PM,Indefinido
Juan,M,1968-08-12,1.88,92.2,Assistant Professor,Tumaco,Soltero,4459907,Técnico,8,9:53 AM,7:44 PM,Término Fijo
Emanuel,M,1993-01-15,1.71,63.0,Sales Representative,Itagüí,Casada,5411648,Bachillerato,1,8:10 AM,7:00 PM,Término Fijo
Lucas,M,1991-04-17,1.52,44.5,Quality Control Specialist,Cartagena,Divorciado,3613098,Posgrado,5,5:35 AM,6:44 PM,Indefinido
Santiago,M,1983-05-05,1.7,28.8,GIS Technical Architect,Barranquilla,Casada,5185768,Bachillerato,4,7:41 AM,11:48 PM,Indefinido
Laura,F,1967-04-05,1.57,78.4,Accounting Assistant II,Riohacha,Soltero,1943772,Técnico,2,5:37 AM,9:20 PM,Indefinido
Joaquín,F,1994-07-12,1.44,99.0,Media Manager I,Barranquilla,Casada,4055796,Bachillerato,0,6:58 AM,9:27 PM,Indefinido
Sofia,M,1950-08-19,1.46,106.5,Safety Technician II,Maicao,Soltero,1329613,Posgrado,6,9:16 AM,6:40 PM,Indefinido
Pedro,F,1949-04-12,1.85,70.7,Community Outreach Specialist,Fusagasugá,Casada,2818551,Universitario,8,9:55 AM,11:44 PM,Término Fijo
Lucas,M,1954-07-06,1.51,50.8,Legal Assistant,Facatativá,Casada,2648566,Posgrado,3,8:01 AM,9:18 PM,Término Fijo
Mariana,F,1984-06-14,1.7,99.6,Legal Assistant,Valledupar,Soltero,3987246,Posgrado,5,8:08 AM,6:59 PM,Indefinido
Joaquín,F,1998-08-01,1.86,83.4,Programmer III,Florencia,Casada,4106483,Bachillerato,7,6:15 AM,8:22 PM,Indefinido
Joaquín,F,1983-06-07,1.81,95.5,Junior Executive,Pereira,Casada,1482748,Bachillerato,0,5:10 AM,7:44 PM,Indefinido
Felipe,F,1966-08-19,1.81,84.5,Chemical Engineer,Soledad,Soltero,3218590,Bachillerato,1,9:15 AM,6:53 PM,Indefinido
Thiago,F,1998-12-28,1.56,50.7,Actuary,Neiva,Divorciado,2991969,Técnico,4,8:40 AM,10:10 PM,Indefinido
Martina,M,2000-04-30,1.59,96.3,Mechanical Systems Engineer,Armenia,Casada,1248141,Técnico,2,9:23 AM,9:40 PM,Indefinido
Bruno,F,1990-07-21,1.78,82.7,Speech Pathologist,Barrancabermeja,Soltero,1183652,Bachillerato,4,9:32 AM,6:39 PM,Término Fijo
Lucas,F,2000-02-10,1.61,90.0,Senior Quality Engineer,Pereira,Divorciado,1713462,Técnico,1,8:54 AM,11:06 PM,Término Fijo
Emanuel,F,1986-10-10,1.6,71.4,Recruiter,Envigado,Casada,5770410,Posgrado,3,8:37 AM,8:39 PM,Término Fijo
Lucas,F,1954-08-29,1.9,81.5,Financial Analyst,Cúcuta,Casada,5062219,Bachillerato,8,7:47 AM,6:08 PM,Término Fijo
Lucas,M,1975-12-31,1.54,63.9,Graphic Designer,Cali,Divorciado,2692320,Universitario,3,9:34 AM,10:35 PM,Indefinido
Pedro,F,1989-08-11,1.55,32.0,Administrative Officer,Girón,Divorciado,4222545,Universitario,6,5:43 AM,6:19 PM,Término Fijo
Camila,F,1992-03-14,1.65,85.2,Desktop Support Technician,Fusagasugá,Casada,4653220,Bachillerato,7,5:09 AM,10:11 PM,Indefinido
Juan,F,1967-05-01,1.73,26.6,Systems Administrator III,Barrancabermeja,Divorciado,5843471,Bachillerato,3,6:05 AM,10:04 PM,Indefinido
Sebastián,M,1998-10-04,1.64,90.6,GIS Technical Architect,Cartagena,Soltero,4644433,Bachillerato,6,5:43 AM,8:02 PM,Término Fijo
Sofia,M,1971-11-23,1.57,40.9,VP Accounting,Yopal,Divorciado,3786479,Bachillerato,3,8:27 AM,6:34 PM,Término Fijo
Valeria,M,1987-10-12,1.72,31.8,Actuary,Envigado,Soltero,2500232,Posgrado,0,7:58 AM,5:46 PM,Término Fijo
Juan,M,1984-09-18,1.43,71.7,Information Systems Manager,Soacha,Soltero,3838598,Posgrado,7,5:23 AM,8:33 PM,Indefinido
Gabriela,F,1984-10-07,1.66,69.0,Data Coordinator,Dosquebradas,Casada,1423772,Técnico,5,6:29 AM,6:20 PM,Indefinido
Thiago,M,1953-12-23,1.43,99.1,Recruiting Manager,Pereira,Soltero,2312405,Técnico,6,6:01 AM,11:25 PM,Término Fijo
Emanuel,F,1989-09-16,1.63,97.6,Actuary,Sincelejo,Soltero,4408427,Posgrado,2,9:19 AM,10:43 PM,Indefinido
Santiago,M,1966-05-25,1.77,80.8,Technical Writer,Medellín,Divorciado,2237307,Bachillerato,4,6:50 AM,11:23 PM,Término Fijo
Gabriela,F,2000-08-26,1.62,28.9,Research Associate,Pereira,Divorciado,3974461,Universitario,7,5:02 AM,9:28 PM,Término Fijo
Lucas,M,1988-10-08,1.89,99.9,Administrative Officer,Soledad,Casada,2485341,Técnico,1,9:31 AM,8:19 PM,Término Fijo
Santiago,M,1972-05-09,1.89,75.1,Recruiter,Pasto,Casada,4099951,Bachillerato,8,8:22 AM,9:20 PM,Indefinido
Matías,F,1997-12-30,1.83,84.7,Budget/Accounting Analyst IV,Floridablanca,Divorciado,5124542,Universitario,7,8:52 AM,9:43 PM,Indefinido
Mariana,M,1975-03-22,1.56,47.5,Product Engineer,Zipaquirá,Soltero,2969861,Posgrado,5,8:10 AM,7:20 PM,Término Fijo
Camila,F,1979-01-20,1.84,80.4,Actuary,Buenaventura,Divorciado,2114337,Universitario,6,7:18 AM,7:05 PM,Término Fijo
Joaquín,M,1985-07-22,1.61,69.4,Civil Engineer,Chía,Casada,1558094,Técnico,8,7:42 AM,9:35 PM,Término Fijo
Luis,F,1959-07-08,1.71,36.6,Assistant Professor,Ibagué,Soltero,1570657,Técnico,8,7:44 AM,5:35 PM,Indefinido
Victoria,F,1968-07-09,1.8,29.7,Account Executive,Girón,Soltero,5462853,Universitario,5,9:18 AM,9:57 PM,Término Fijo
Joaquín,M,1996-11-14,1.8,47.2,Staff Accountant III,Sincelejo,Divorciado,5442685,Universitario,0,7:18 AM,8:41 PM,Indefinido
Diego,F,1998-11-22,1.84,98.1,Executive Secretary,Bogotá,Divorciado,5044050,Técnico,8,8:49 AM,5:02 PM,Indefinido
Felipe,F,1964-04-18,1.48,25.8,VP Product Management,Facatativá,Casada,5453701,Bachillerato,0,8:33 AM,9:01 PM,Término Fijo
Joaquín,M,1956-10-14,1.43,50.3,Web Developer II,Yopal,Soltero,2553509,Técnico,8,8:16 AM,10:11 PM,Término Fijo
Joaquín,M,1971-08-20,1.66,58.8,Sales Representative,Palmira,Casada,3171990,Bachillerato,7,9:11 AM,5:57 PM,Término Fijo
Thiago,F,1991-06-27,1.51,92.1,Software Test Engineer I,Cali,Soltero,3336407,Técnico,7,6:48 AM,6:35 PM,Indefinido
Felipe,F,1970-07-18,1.83,109.2,Web Developer III,Sogamoso,Casada,5738276,Técnico,1,9:16 AM,10:03 PM,Término Fijo
Mateo,M,1989-07-23,1.81,52.8,Community Outreach Specialist,Medellín,Casada,3652266,Bachillerato,6,5:43 AM,9:25 PM,Indefinido
Bruno,F,1962-11-30,1.79,84.5,Computer Systems Analyst IV,Cartagena,Divorciado,4099208,Posgrado,6,8:41 AM,5:20 PM,Término Fijo
Ana,F,1986-05-10,1.51,33.1,Legal Assistant,Cali,Divorciado,3441935,Universitario,2,5:12 AM,9:52 PM,Indefinido
Valentina,M,1990-02-20,1.59,66.5,Research Associate,Santa Marta,Divorciado,2971829,Universitario,7,7:03 AM,8:57 PM,Término Fijo
Luis,F,1981-02-16,1.57,93.1,Web Designer III,Arauca,Casada,1452930,Universitario,1,7:36 AM,5:43 PM,Término Fijo
Joaquín,M,1986-03-16,1.79,35.3,Engineer I,Florencia,Divorciado,5853521,Posgrado,5,7:45 AM,11:14 PM,Indefinido
Victoria,M,1949-06-02,1.81,76.0,Engineer III,Palmira,Soltero,954869,Bachillerato,2,7:44 AM,7:36 PM,Término Fijo
Mariana,F,1957-11-22,1.56,66.7,Budget/Accounting Analyst I,Magangué,Casada,4348385,Universitario,4,9:02 AM,5:18 PM,Término Fijo
Valentina,F,1948-04-26,1.55,84.0,Electrical Engineer,Itagüí,Soltero,3222210,Técnico,7,5:55 AM,10:51 PM,Término Fijo
Juan,F,1962-03-27,1.68,63.3,Social Worker,Pasto,Soltero,1348274,Universitario,1,7:33 AM,9:15 PM,Término Fijo
Juan,F,1965-07-19,1.51,26.5,Senior Cost Accountant,Barrancabermeja,Soltero,4864048,Técnico,0,8:22 AM,7:45 PM,Término Fijo
Isabella,M,1965-12-24,1.57,102.7,Quality Control Specialist,Quibdó,Casada,4658777,Técnico,7,9:08 AM,7:29 PM,Término Fijo
María,M,1958-07-01,1.44,110.2,Staff Scientist,Maicao,Soltero,5077162,Técnico,5,7:36 AM,6:41 PM,Término Fijo
Lucas,F,1979-08-27,1.5,62.5,Senior Sales Associate,Barranquilla,Casada,2956320,Técnico,4,8:35 AM,10:39 PM,Indefinido
Antonella,F,1980-10-30,1.7,107.0,Budget/Accounting Analyst IV,Magangué,Divorciado,1596952,Posgrado,4,5:38 AM,11:07 PM,Término Fijo
María,M,1990-03-18,1.49,81.0,Computer Systems Analyst IV,Yopal,Divorciado,2851561,Técnico,7,5:14 AM,11:18 PM,Indefinido
Emanuel,M,1952-04-15,1.86,91.9,Electrical Engineer,Girón,Casada,1204148,Universitario,2,7:18 AM,10:15 PM,Término Fijo
Luis,F,1954-12-26,1.81,41.7,Chief Design Engineer,Maicao,Divorciado,2895439,Universitario,2,6:38 AM,10:52 PM,Término Fijo
Juliana,M,1971-07-19,1.7,106.8,Accountant I,Girón,Soltero,1173949,Técnico,2,9:10 AM,9:10 PM,Término Fijo
Pedro,M,1974-11-03,1.57,42.8,Account Representative I,Armenia,Soltero,2638644,Universitario,2,8:14 AM,5:33 PM,Indefinido
Juliana,F,1979-02-04,1.75,58.0,Chemical Engineer,Magangué,Divorciado,4452518,Bachillerato,2,6:20 AM,7:34 PM,Término Fijo
Felipe,M,1995-06-14,1.49,53.0,Director of Sales,Valledupar,Casada,2517917,Bachillerato,6,7:01 AM,8:04 PM,Indefinido
Emanuel,M,1969-03-18,1.61,37.1,VP Marketing,Cartagena,Soltero,5457454,Posgrado,0,8:47 AM,7:54 PM,Término Fijo
María,M,1974-08-14,1.8,60.1,Senior Quality Engineer,Villavicencio,Divorciado,1190180,Universitario,2,6:19 AM,7:03 PM,Término Fijo
Joaquín,M,1975-05-08,1.79,32.8,Librarian,Ibagué,Casada,3804361,Universitario,7,5:57 AM,11:45 PM,Indefinido
Antonella,F,1948-05-22,1.48,105.6,Analyst Programmer,Neiva,Divorciado,5472467,Posgrado,2,8:29 AM,7:50 PM,Término Fijo
Sofia,F,1995-01-03,1.5,89.7,Payment Adjustment Coordinator,Valledupar,Divorciado,2753436,Posgrado,1,8:57 AM,5:38 PM,Indefinido
Joaquín,F,1982-10-07,1.49,28.7,Product Engineer,Villavicencio,Soltero,2926837,Bachillerato,0,6:13 AM,9:55 PM,Indefinido
Emanuel,M,1985-04-28,1.58,88.2,Media Manager III,Neiva,Casada,1942314,Universitario,0,7:48 AM,9:49 PM,Indefinido
Valentina,F,1991-07-28,1.78,83.7,Analog Circuit Design manager,Villavicencio,Casada,1061867,Posgrado,0,7:03 AM,10:36 PM,Indefinido
Gabriela,F,1957-01-18,1.71,100.3,Senior Developer,Valledupar,Casada,5261998,Universitario,2,8:16 AM,5:08 PM,Término Fijo
Joaquín,M,1981-01-20,1.53,30.6,Software Consultant,Ocaña,Casada,5811190,Universitario,7,8:48 AM,11:43 PM,Término Fijo
Bruno,F,1998-10-18,1.58,98.0,Tax Accountant,Armenia,Soltero,5571051,Técnico,7,5:21 AM,5:58 PM,Término Fijo
Gabriela,F,1965-08-30,1.55,106.9,Food Chemist,Ibagué,Casada,5123784,Técnico,7,7:06 AM,6:49 PM,Término Fijo
Valentina,F,1950-07-21,1.64,67.3,Professor,Palmira,Soltero,2856413,Posgrado,7,8:11 AM,6:29 PM,Término Fijo
Matías,F,1985-02-24,1.77,105.8,Programmer Analyst IV,Buenaventura,Soltero,4023871,Universitario,6,5:20 AM,9:50 PM,Término Fijo
Juliana,M,1961-12-27,1.43,92.8,Marketing Assistant,Maicao,Soltero,2147493,Universitario,7,6:51 AM,10:02 PM,Término Fijo
Ana,F,1957-01-28,1.49,67.9,Help Desk Operator,Barranquilla,Divorciado,4830035,Universitario,3,7:21 AM,6:44 PM,Término Fijo
Juan,M,1965-07-27,1.82,27.7,Geological Engineer,Cartagena,Casada,4176091,Bachillerato,3,8:34 AM,9:21 PM,Término Fijo
Martina,F,1957-06-30,1.9,56.1,Computer Systems Analyst I,Magangué,Soltero,2814029,Posgrado,2,6:29 AM,10:17 PM,Indefinido
Gabriel,F,1978-04-24,1.53,95.7,Account Coordinator,Sincelejo,Casada,2680145,Universitario,6,8:31 AM,9:12 PM,Término Fijo
Luis,F,1978-09-23,1.59,52.3,Database Administrator IV,Floridablanca,Divorciado,5852474,Posgrado,7,7:11 AM,9:15 PM,Indefinido
Isabella,M,1968-07-26,1.81,52.7,Chief Design Engineer,Quibdó,Divorciado,1396375,Posgrado,1,6:03 AM,10:13 PM,Término Fijo
Isabella,M,1981-05-12,1.55,59.2,Environmental Specialist,Soacha,Divorciado,1468028,Posgrado,6,7:39 AM,9:38 PM,Término Fijo
Bruno,F,1983-06-23,1.63,68.5,General Manager,Yopal,Casada,1858989,Técnico,7,9:02 AM,9:38 PM,Término Fijo
Luis,F,1989-04-16,1.8,102.8,Cost Accountant,Itagüí,Divorciado,2239541,Bachillerato,0,8:11 AM,10:07 PM,Indefinido
Juan,F,1967-11-29,1.74,59.0,Financial Analyst,Cartagena,Divorciado,1900768,Universitario,5,9:42 AM,5:47 PM,Término Fijo
Juan,M,1986-01-14,1.63,45.0,Software Consultant,Cali,Soltero,1907354,Técnico,8,9:36 AM,6:25 PM,Término Fijo
Santiago,F,1984-05-18,1.53,59.0,Structural Analysis Engineer,Riohacha,Soltero,1437972,Técnico,6,9:06 AM,10:59 PM,Indefinido
Valeria,M,1956-08-16,1.81,77.5,Speech Pathologist,Villavicencio,Casada,1296513,Universitario,0,9:38 AM,10:40 PM,Indefinido
Pedro,M,1999-08-30,1.85,69.7,Data Coordinator,Medellín,Casada,3637781,Posgrado,3,5:52 AM,7:14 PM,Término Fijo
Pedro,F,1973-06-18,1.76,46.0,Safety Technician I,Barrancabermeja,Divorciado,3433376,Técnico,6,8:20 AM,5:31 PM,Término Fijo
Juan,F,1985-12-18,1.57,96.0,Chemical Engineer,Cartagena,Soltero,3535998,Posgrado,8,7:01 AM,6:35 PM,Término Fijo
Juan,F,1964-12-02,1.57,70.5,Marketing Assistant,Pereira,Soltero,3058727,Posgrado,4,7:00 AM,9:03 PM,Indefinido
María,F,1952-04-26,1.78,62.8,Assistant Manager,Envigado,Casada,3402679,Posgrado,5,9:10 AM,5:20 PM,Término Fijo
Thiago,M,1964-05-28,1.82,87.7,Environmental Tech,Montería,Casada,2298405,Bachillerato,1,6:10 AM,5:26 PM,Indefinido
Mateo,F,1978-12-29,1.49,95.7,Operator,Bogotá,Casada,4327037,Universitario,7,5:50 AM,10:41 PM,Término Fijo
Valeria,M,1961-11-14,1.63,74.5,Administrative Officer,Chía,Divorciado,5095832,Técnico,8,9:00 AM,10:50 PM,Término Fijo
Camila,M,1991-06-11,1.54,35.4,Nurse,Valledupar,Divorciado,2349180,Técnico,0,5:59 AM,6:03 PM,Indefinido
Juan,F,1978-06-16,1.61,79.6,Chief Design Engineer,Tumaco,Soltero,2448355,Técnico,3,6:44 AM,7:58 PM,Indefinido
Luis,F,1998-11-19,1.63,89.0,Web Designer IV,Yopal,Divorciado,1982512,Universitario,5,5:04 AM,5:38 PM,Indefinido
Santiago,M,1991-08-27,1.42,46.9,Design Engineer,Manizales,Casada,2330495,Universitario,0,8:49 AM,11:44 PM,Indefinido
